Voltage,Current,Concentration
0.28796,24.52439,75
0.29817,24.94089,75
0.30838,25.20339,75
0.31858,25.50089,75
0.32879,26.08888,75
0.339,26.48788,75
0.34921,26.70838,75
0.35941,27.32088,75
0.36962,27.79688,75
0.37983,28.03137,75
-0.31428,12.31994,80
-0.30408,12.05394,80
-0.29387,12.03995,80
-0.28366,11.99795,80
-0.27346,11.84395,80
-0.26325,11.81595,80
-0.25304,11.89995,80
-0.24283,11.87195,80
-0.23263,11.82995,80
-0.22242,12.02595,80
-0.21221,12.13795,80
-0.202,12.17995,80
-0.19179,12.45994,80
-0.18159,12.72594,80
-0.17138,12.90794,80
-0.16117,13.24394,80
-0.15096,13.76194,80
-0.14076,14.20994,80
-0.13055,14.65794,80
-0.12034,15.46993,80
-0.11013,16.26793,80
-0.09993,17.07992,80
-0.08972,18.29792,80
-0.07951,19.68391,80
-0.0693,21.0979,80
-0.0591,22.7639,80
-0.04889,24.76589,80
-0.03868,26.66988,80
-0.02847,28.39187,80
-0.01827,30.57586,80
-0.00806,32.47985,80
0.00215,33.94985,80
0.01236,35.50384,80
0.02256,36.97384,80
0.03277,37.95383,80
0.04298,38.65382,80
0.05319,39.67582,80
0.06339,40.15182,80
0.0736,40.06782,80
0.08381,40.44582,80
0.09402,40.36182,80
0.10422,39.67582,80
0.11443,38.93382,80
0.12464,38.07983,80
0.13485,36.56783,80
0.14505,34.67084,80
0.15526,33.10285,80
0.16547,31.18486,80
0.17568,29.12687,80
0.18588,27.63588,80
0.19609,26.37588,80
0.2063,25.22439,80
0.21651,24.42289,80
0.22672,24.08689,80
0.23692,23.77189,80
0.24713,23.48139,80
0.25734,23.75789,80
0.26754,24.00989,80
0.27775,24.12539,80
0.28796,24.56289,80
0.29817,25.08439,80
0.30838,25.43089,80
0.31858,25.80538,80
0.32879,26.46338,80
0.339,26.92188,80
0.34921,27.17738,80
0.35941,27.84237,80
0.36962,28.36037,80
0.37983,28.60887,80
-0.31428,14.86793,85
-0.30408,14.61593,85
-0.29387,14.64393,85
-0.28366,14.61593,85
-0.27346,14.48993,85
-0.26325,14.48993,85
-0.25304,14.61593,85
-0.24283,14.64393,85
-0.23263,14.62993,85
-0.22242,14.89593,85
-0.21221,15.07793,85
-0.202,15.16193,85
-0.19179,15.49793,85
-0.18159,15.86193,85
-0.17138,16.11393,85
-0.16117,16.51993,85
-0.15096,17.10792,85
-0.14076,17.62592,85
-0.13055,18.15792,85
-0.12034,19.05392,85
-0.11013,19.97791,85
-0.09993,20.90191,85
-0.08972,22.2039,85
-0.07951,23.61789,85
-0.0693,24.87789,85
-0.0591,26.27788,85
-0.04889,27.92987,85
-0.03868,29.34387,85
-0.02847,30.57586,85
-0.01827,32.32585,85
-0.00806,33.87985,85
0.00215,35.05584,85
0.01236,36.49784,85
0.02256,37.96783,85
0.03277,39.08782,85
0.04298,40.03982,85
0.05319,41.35581,85
0.06339,42.20981,85
0.0736,42.57381,85
0.08381,43.3158,85
0.09402,43.6378,85
0.10422,43.30181,85
0.11443,42.82581,85
0.12464,42.18181,85
0.13485,40.79582,85
0.14505,38.93382,85
0.15526,37.34483,85
0.16547,35.36384,85
0.17568,33.10985,85
0.18588,31.40186,85
0.19609,29.84787,85
0.2063,28.32887,85
0.21651,27.15288,85
0.22672,26.44588,85
0.23692,25.77388,85
0.24713,25.10889,85
0.25734,25.03889,85
0.26754,24.94089,85
0.27775,24.73089,85
0.28796,24.85689,85
0.29817,25.07389,85
0.30838,25.15789,85
0.31858,25.27689,85
0.32879,25.70388,85
0.339,25.99088,85
0.34921,26.09588,85
0.35941,26.60688,85
0.36962,26.99888,85
0.37983,27.17388,85
-0.31428,13.92994,90
-0.30408,13.63594,90
-0.29387,13.59394,90
-0.28366,13.53794,90
-0.27346,13.36994,90
-0.26325,13.34194,90
-0.25304,13.42594,90
-0.24283,13.42594,90
-0.23263,13.42594,90
-0.22242,13.66394,90
-0.21221,13.84594,90
-0.202,13.94394,90
-0.19179,14.29394,90
-0.18159,14.68593,90
-0.17138,14.99393,90
-0.16117,15.46993,90
-0.15096,16.16993,90
-0.14076,16.81392,90
-0.13055,17.48592,90
-0.12034,18.53592,90
-0.11013,19.61391,90
-0.09993,20.70591,90
-0.08972,22.1619,90
-0.07951,23.72989,90
-0.0693,25.22789,90
-0.0591,26.82388,90
-0.04889,28.76987,90
-0.03868,30.60386,90
-0.02847,32.28386,90
-0.01827,34.36985,90
-0.00806,36.13384,90
0.00215,37.50583,90
0.01236,39.07383,90
0.02256,40.66982,90
0.03277,41.88781,90
0.04298,42.9098,90
0.05319,44.2678,90
0.06339,45.1078,90
0.0736,45.3598,90
0.08381,45.98979,90
0.09402,46.12979,90
0.10422,45.4858,90
0.11443,44.7018,90
0.12464,43.7078,90
0.13485,41.98581,90
0.14505,39.71782,90
0.15526,37.82783,90
0.16547,35.52484,90
0.17568,33.02585,90
0.18588,31.09386,90
0.19609,29.40687,90
0.2063,27.79688,90
0.21651,26.58588,90
0.22672,25.89288,90
0.23692,25.22789,90
0.24713,24.59789,90
0.25734,24.59789,90
0.26754,24.54889,90
0.27775,24.41589,90
0.28796,24.61189,90
0.29817,24.93389,90
0.30838,25.08789,90
0.31858,25.31189,90
0.32879,25.84388,90
0.339,26.21488,90
0.34921,26.41788,90
0.35941,27.04088,90
0.36962,27.54487,90
0.37983,27.78987,90
-0.31428,12.89394,95
-0.30408,12.68394,95
-0.29387,12.72594,95
-0.28366,12.73994,95
-0.27346,12.65594,95
-0.26325,12.71194,95
-0.25304,12.87994,95
-0.24283,12.93594,95
-0.23263,12.94994,95
-0.22242,13.25794,95
-0.21221,13.49594,95
-0.202,13.66394,95
-0.19179,14.06994,95
-0.18159,14.50394,95
-0.17138,14.86793,95
-0.16117,15.39993,95
-0.15096,16.14193,95
-0.14076,16.85592,95
-0.13055,17.62592,95
-0.12034,18.78792,95
-0.11013,20.00591,95
-0.09993,21.3219,95
-0.08972,23.0019,95
-0.07951,24.87789,95
-0.0693,26.59988,95
-0.0591,28.47587,95
-0.04889,30.65986,95
-0.03868,32.67586,95
-0.02847,34.46785,95
-0.01827,36.65184,95
-0.00806,38.55582,95
0.00215,40.08182,95
0.01236,41.85981,95
0.02256,43.5958,95
0.03277,44.9118,95
0.04298,46.01779,95
0.05319,47.44579,95
0.06339,48.27178,95
0.0736,48.48178,95
0.08381,49.12578,95
0.09402,49.23778,95
0.10422,48.63578,95
0.11443,47.87978,95
0.12464,46.95579,95
0.13485,45.2058,95
0.14505,42.9238,95
0.15526,40.98482,95
0.16547,38.60482,95
0.17568,35.97984,95
0.18588,33.88685,95
0.19609,32.01785,95
0.2063,30.20486,95
0.21651,28.83287,95
0.22672,27.98588,95
0.23692,27.18788,95
0.24713,26.43888,95
0.25734,26.26388,95
0.26754,26.09588,95
0.27775,25.82288,95
0.28796,25.87188,95
0.29817,26.01188,95
0.30838,26.03988,95
0.31858,26.13088,95
0.32879,26.48088,95
0.339,26.69788,95
0.34921,26.71188,95
0.35941,27.11788,95
0.36962,27.39788,95
0.37983,27.46088,95
-0.31428,12.76794,100
-0.30408,12.55794,100
-0.29387,12.59994,100
-0.28366,12.59994,100
-0.27346,12.51594,100
-0.26325,12.57194,100
-0.25304,12.68394,100
-0.24283,12.75394,100
-0.23263,12.80994,100
-0.22242,13.08994,100
-0.21221,13.29994,100
-0.202,13.49594,100
-0.19179,13.88794,100
-0.18159,14.32194,100
-0.17138,14.69993,100
-0.16117,15.24593,100
-0.15096,15.98793,100
-0.14076,16.71592,100
-0.13055,17.51392,100
-0.12034,18.68992,100
-0.11013,19.96391,100
-0.09993,21.25191,100
-0.08972,23.0019,100
-0.07951,24.90589,100
-0.0693,26.71188,100
-0.0591,28.68587,100
-0.04889,30.96786,100
-0.03868,33.09585,100
-0.02847,34.91584,100
-0.01827,37.21183,100
-0.00806,39.24182,100
0.00215,40.83782,100
0.01236,42.68581,100
0.02256,44.4778,100
0.03277,45.8218,100
0.04298,46.84379,100
0.05319,48.29978,100
0.06339,49.09778,100
0.0736,49.27978,100
0.08381,49.89578,100
0.09402,49.97978,100
0.10422,49.32178,100
0.11443,48.48178,100
0.12464,47.50178,100
0.13485,45.70979,100
0.14505,43.37181,100
0.15526,41.37682,100
0.16547,38.94082,100
0.17568,36.21084,100
0.18588,34.10385,100
0.19609,32.20685,100
0.2063,30.40786,100
0.21651,29.03587,100
0.22672,28.17487,100
0.23692,27.39088,100
0.24713,26.57188,100
0.25734,26.43188,100
0.26754,26.24288,100
0.27775,25.99088,100
0.28796,26.03988,100
0.29817,26.20088,100
0.30838,26.29188,100
0.31858,26.32688,100
0.32879,26.71888,100
0.339,26.93588,100
0.34921,26.96388,100
0.35941,27.41188,100
0.36962,27.71988,100
0.37983,27.80388,100
-0.31428,12.15195,105
-0.30408,11.94195,105
-0.29387,11.96994,105
-0.28366,11.95595,105
-0.27346,11.87195,105
-0.26325,11.88595,105
-0.25304,11.99795,105
-0.24283,12.05395,105
-0.23263,12.09594,105
-0.22242,12.37594,105
-0.21221,12.57194,105
-0.202,12.75394,105
-0.19179,13.14594,105
-0.18159,13.57994,105
-0.17138,13.95794,105
-0.16117,14.50393,105
-0.15096,15.27393,105
-0.14076,16.01593,105
-0.13055,16.86992,105
-0.12034,18.08792,105
-0.11013,19.38991,105
-0.09993,20.77591,105
-0.08972,22.6519,105
-0.07951,24.70989,105
-0.0693,26.72588,105
-0.0591,28.97987,105
-0.04889,31.56986,105
-0.03868,33.99185,105
-0.02847,36.16184,105
-0.01827,38.89182,105
-0.00806,41.25782,105
0.00215,43.10581,105
0.01236,45.0938,105
0.02256,46.95579,105
0.03277,48.18778,105
0.04298,49.12578,105
0.05319,50.45578,105
0.06339,51.11377,105
0.0736,51.15577,105
0.08381,51.70176,105
0.09402,51.72977,105
0.10422,50.95977,105
0.11443,50.07778,105
0.12464,49.01378,105
0.13485,47.10979,105
0.14505,44.6318,105
0.15526,42.47581,105
0.16547,39.88582,105
0.17568,37.00183,105
0.18588,34.78284,105
0.19609,32.78785,105
0.2063,30.88386,105
0.21651,29.47687,105
0.22672,28.60887,105
0.23692,27.83187,105
0.24713,27.04788,105
0.25734,26.97788,105
0.26754,26.83788,105
0.27775,26.60688,105
0.28796,26.71188,105
0.29817,26.94288,105
0.30838,27.07588,105
0.31858,27.13188,105
0.32879,27.57287,105
0.339,27.81087,105
0.34921,27.88087,105
0.35941,28.35687,105
0.36962,28.69287,105
0.37983,28.76987,105
-0.31428,13.63594,110
-0.30408,13.46794,110
-0.29387,13.53794,110
-0.28366,13.59394,110
-0.27346,13.53794,110
-0.26325,13.60794,110
-0.25304,13.77594,110
-0.24283,13.84594,110
-0.23263,13.90194,110
-0.22242,14.19594,110
-0.21221,14.43394,110
-0.202,14.55993,110
-0.19179,14.96593,110
-0.18159,15.37193,110
-0.17138,15.69393,110
-0.16117,16.18393,110
-0.15096,16.92592,110
-0.14076,17.61192,110
-0.13055,18.33992,110
-0.12034,19.54391,110
-0.11013,20.83191,110
-0.09993,22.2179,110
-0.08972,24.09389,110
-0.07951,26.17988,110
-0.0693,28.19587,110
-0.0591,30.39386,110
-0.04889,33.02585,110
-0.03868,35.44784,110
-0.02847,37.57583,110
-0.01827,40.20782,110
-0.00806,42.51781,110
0.00215,44.3518,110
0.01236,46.36779,110
0.02256,48.28578,110
0.03277,49.58778,110
0.04298,50.58177,110
0.05319,51.88377,110
0.06339,52.48576,110
0.0736,52.31777,110
0.08381,52.62576,110
0.09402,52.34576,110
0.10422,51.22577,110
0.11443,49.93778,110
0.12464,48.42578,110
0.13485,46.11579,110
0.14505,43.23181,110
0.15526,40.82381,110
0.16547,38.07283,110
0.17568,35.15384,110
0.18588,32.94185,110
0.19609,31.02386,110
0.2063,29.23887,110
0.21651,27.88788,110
0.22672,27.06888,110
0.23692,26.30588,110
0.24713,25.58488,110
0.25734,25.49388,110
0.26754,25.34689,110
0.27775,25.12289,110
0.28796,25.19289,110
0.29817,25.39589,110
0.30838,25.43089,110
0.31858,25.50789,110
0.32879,25.86489,110
0.339,26.04688,110
0.34921,26.04688,110
0.35941,26.42488,110
0.36962,26.67688,110
0.37983,26.67688,110
-0.31428,13.50994,115
-0.30408,13.31394,115
-0.29387,13.39794,115
-0.28366,13.45394,115
-0.27346,13.36994,115
-0.26325,13.43994,115
-0.25304,13.62194,115
-0.24283,13.69194,115
-0.23263,13.74794,115
-0.22242,14.05594,115
-0.21221,14.30794,115
-0.202,14.44793,115
-0.19179,14.85393,115
-0.18159,15.27393,115
-0.17138,15.62393,115
-0.16117,16.16993,115
-0.15096,16.91192,115
-0.14076,17.63992,115
-0.13055,18.39592,115
-0.12034,19.62791,115
-0.11013,20.95791,115
-0.09993,22.4139,115
-0.08972,24.34589,115
-0.07951,26.50188,115
-0.0693,28.60187,115
-0.0591,30.91186,115
-0.04889,33.64185,115
-0.03868,36.21784,115
-0.02847,38.49983,115
-0.01827,41.25782,115
-0.00806,43.6938,115
0.00215,45.6398,115
0.01236,47.69778,115
0.02256,49.64378,115
0.03277,50.97377,115
0.04298,51.92577,115
0.05319,53.19976,115
0.06339,53.73176,115
0.0736,53.49376,115
0.08381,53.71776,115
0.09402,53.32576,115
0.10422,52.09376,115
0.11443,50.69377,115
0.12464,49.12578,115
0.13485,46.67579,115
0.14505,43.7358,115
0.15526,41.22982,115
0.16547,38.41583,115
0.17568,35.42684,115
0.18588,33.17285,115
0.19609,31.23386,115
0.2063,29.44187,115
0.21651,28.09787,115
0.22672,27.29988,115
0.23692,26.53688,115
0.24713,25.85788,115
0.25734,25.76688,115
0.26754,25.65488,115
0.27775,25.43789,115
0.28796,25.57789,115
0.29817,25.76689,115
0.30838,25.84388,115
0.31858,25.92088,115
0.32879,26.29888,115
0.339,26.50888,115
0.34921,26.52288,115
0.35941,26.92188,115
0.36962,27.17388,115
0.37983,27.22288,115
-0.31428,13.28594,120
-0.30408,13.24744,120
-0.29387,13.15994,120
-0.28366,13.17394,120
-0.27346,13.11794,120
-0.26325,13.15994,120
-0.25304,13.32794,120
-0.24283,13.41194,120
-0.23263,13.45394,120
-0.22242,13.76194,120
-0.21221,13.99994,120
-0.202,14.12594,120
-0.19179,14.53193,120
-0.18159,14.97993,120
-0.17138,15.31593,120
-0.16117,15.84793,120
-0.15096,16.61793,120
-0.14076,17.34592,120
-0.13055,18.12992,120
-0.12034,19.38991,120
-0.11013,20.74791,120
-0.09993,22.2459,120
-0.08972,24.26189,120
-0.07951,26.48788,120
-0.0693,28.72787,120
-0.0591,31.17786,120
-0.04889,34.08985,120
-0.03868,36.87583,120
-0.02847,39.35382,120
-0.01827,42.33581,120
-0.00806,44.9118,120
0.00215,46.92779,120
0.01236,49.06978,120
0.02256,51.05777,120
0.03277,52.31777,120
0.04298,53.19976,120
0.05319,54.40375,120
0.06339,54.82376,120
0.0736,54.47376,120
0.08381,54.61375,120
0.09402,54.12376,120
0.10422,52.79376,120
0.11443,51.33777,120
0.12464,49.68578,120
0.13485,47.13779,120
0.14505,44.0998,120
0.15526,41.53782,120
0.16547,38.63283,120
0.17568,35.60884,120
0.18588,33.29185,120
0.19609,31.33186,120
0.2063,29.52587,120
0.21651,28.19587,120
0.22672,27.42588,120
0.23692,26.74688,120
0.24713,26.08188,120
0.25734,26.03288,120
0.26754,25.93488,120
0.27775,25.75288,120
0.28796,25.89988,120
0.29817,26.16588,120
0.30838,26.27788,120
0.31858,26.38988,120
0.32879,26.80288,120
0.339,27.01988,120
0.34921,27.05488,120
0.35941,27.48188,120
0.36962,27.75488,120
0.37983,27.79688,120
-0.31428,12.76794,125
-0.30408,12.55794,125
-0.29387,12.61394,125
-0.28366,12.62794,125
-0.27346,12.55794,125
-0.26325,12.61394,125
-0.25304,12.73994,125
-0.24283,12.82394,125
-0.23263,12.85194,125
-0.22242,13.13194,125
-0.21221,13.35594,125
-0.202,13.49594,125
-0.19179,13.90194,125
-0.18159,14.32194,125
-0.17138,14.68593,125
-0.16117,15.24593,125
-0.15096,16.02993,125
-0.14076,16.81392,125
-0.13055,17.65392,125
-0.12034,18.96991,125
-0.11013,20.39791,125
-0.09993,22.0079,125
-0.08972,24.19189,125
-0.07951,26.62788,125
-0.0693,29.14787,125
-0.0591,31.93386,125
-0.04889,35.20984,125
-0.03868,38.38783,125
-0.02847,41.25781,125
-0.01827,44.6458,125
-0.00806,47.51578,125
0.00215,49.64378,125
0.01236,51.78577,125
0.02256,53.70376,125
0.03277,54.76776,125
0.04298,55.38375,125
0.05319,56.36375,125
0.06339,56.53174,125
0.0736,55.94375,125
0.08381,55.92975,125
0.09402,55.35575,125
0.10422,53.94176,125
0.11443,52.42976,125
0.12464,50.70777,125
0.13485,48.11778,125
0.14505,44.9678,125
0.15526,42.26581,125
0.16547,39.23482,125
0.17568,36.08484,125
0.18588,33.70485,125
0.19609,31.68886,125
0.2063,29.88287,125
0.21651,28.55987,125
0.22672,27.84588,125
0.23692,27.21588,125
0.24713,26.64888,125
0.25734,26.72588,125
0.26754,26.71888,125
0.27775,26.63488,125
0.28796,26.88688,125
0.29817,27.21588,125
0.30838,27.39088,125
0.31858,27.57288,125
0.32879,28.04187,125
0.339,28.31487,125
0.34921,28.37787,125
0.35941,28.85387,125
0.36962,29.12687,125
0.37983,29.15487,125
-0.31428,12.40394,130
-0.30408,12.43194,130
-0.29387,12.47394,130
-0.28366,12.37595,130
-0.27346,12.40394,130
-0.26325,12.54394,130
-0.25304,12.59994,130
-0.24283,12.65594,130
-0.23263,12.90794,130
-0.22242,13.13194,130
-0.21221,13.28594,130
-0.202,13.67794,130
-0.19179,14.12594,130
-0.18159,14.50393,130
-0.17138,15.06393,130
-0.16117,15.86193,130
-0.15096,16.67393,130
-0.14076,17.55592,130
-0.13055,18.89992,130
-0.12034,20.36991,130
-0.11013,22.0079,130
-0.09993,24.24789,130
-0.08972,26.85188,130
-0.07951,29.52587,130
-0.0693,32.49385,130
-0.0591,35.97984,130
-0.04889,39.33982,130
-0.03868,42.33581,130
-0.02847,45.94779,130
-0.01827,48.95778,130
-0.00806,51.15577,130
0.00215,53.24176,130
0.01236,55.00575,130
0.02256,55.88775,130
0.03277,56.36375,130
0.04298,57.21774,130
0.05319,57.30174,130
0.06339,56.60175,130
0.0736,56.55974,130
0.08381,55.92975,130
0.09402,54.48776,130
0.10422,52.94776,130
0.11443,51.19777,130
0.12464,48.60778,130
0.13485,45.41579,130
0.14505,42.68581,130
0.15526,39.61282,130
0.16547,36.39984,130
0.17568,33.98485,130
0.18588,31.94786,130
0.19609,30.12786,130
0.2063,28.86787,130
0.21651,28.17488,130
0.22672,27.55888,130
0.23692,27.04088,130
0.24713,27.14588,130
0.25734,27.19488,130
0.26754,27.15988,130
0.27775,27.41888,130
0.28796,27.82488,130
0.29817,28.00688,130
0.30838,28.21687,130
0.31858,28.72787,130
0.32879,29.00087,130
0.339,29.05687,130
0.34921,29.50487,130
0.35941,29.78487,130
0.36962,29.81287,130
0.37983,29.95986,130
-0.31428,12.86594,135
-0.30408,12.84144,135
-0.29387,12.76794,135
-0.28366,12.76794,135
-0.27346,12.68394,135
-0.26325,12.73994,135
-0.25304,12.87994,135
-0.24283,12.93594,135
-0.23263,12.97794,135
-0.22242,13.28594,135
-0.21221,13.52394,135
-0.202,13.67794,135
-0.19179,14.09794,135
-0.18159,14.55993,135
-0.17138,14.95193,135
-0.16117,15.56793,135
-0.15096,16.39393,135
-0.14076,17.26192,135
-0.13055,18.17192,135
-0.12034,19.57191,135
-0.11013,21.08391,135
-0.09993,22.7499,135
-0.08972,25.05989,135
-0.07951,27.77588,135
-0.0693,30.65986,135
-0.0591,33.89385,135
-0.04889,37.60383,135
-0.03868,41.10382,135
-0.02847,44.3238,135
-0.01827,48.07578,135
-0.00806,51.19777,135
0.00215,53.43776,135
0.01236,55.45375,135
0.02256,56.97974,135
0.03277,57.60974,135
0.04298,57.80574,135
0.05319,58.44974,135
0.06339,58.36574,135
0.0736,57.52574,135
0.08381,57.30174,135
0.09402,56.57375,135
0.10422,55.00576,135
0.11443,53.38176,135
0.12464,51.61777,135
0.13485,48.99978,135
0.14505,45.8358,135
0.15526,43.13381,135
0.16547,40.13082,135
0.17568,36.98784,135
0.18588,34.60785,135
0.19609,32.60585,135
0.2063,30.83486,135
0.21651,29.53987,135
0.22672,28.85387,135
0.23692,28.24487,135
0.24713,27.67788,135
0.25734,27.76188,135
0.26754,27.78288,135
0.27775,27.71288,135
0.28796,27.95087,135
0.29817,28.30087,135
0.30838,28.44787,135
0.31858,28.61587,135
0.32879,29.07087,135
0.339,29.30187,135
0.34921,29.30887,135
0.35941,29.72187,135
0.36962,29.97387,135
0.37983,29.95286,135
-0.31428,14.51794,140
-0.30408,14.22394,140
-0.29387,14.20994,140
-0.28366,14.13994,140
-0.27346,13.97194,140
-0.26325,13.95794,140
-0.25304,13.99994,140
-0.24283,14.04194,140
-0.23263,14.02794,140
-0.22242,14.27994,140
-0.21221,14.44793,140
-0.202,14.55993,140
-0.19179,14.90993,140
-0.18159,15.30193,140
-0.17138,15.60993,140
-0.16117,16.08593,140
-0.15096,16.82792,140
-0.14076,17.49992,140
-0.13055,18.21392,140
-0.12034,19.40391,140
-0.11013,20.64991,140
-0.09993,22.0219,140
-0.08972,23.95389,140
-0.07951,26.15188,140
-0.0693,28.34987,140
-0.0591,30.84186,140
-0.04889,33.87985,140
-0.03868,36.84784,140
-0.02847,39.70382,140
-0.01827,43.23181,140
-0.00806,46.40979,140
0.00215,48.97178,140
0.01236,51.58977,140
0.02256,54.05376,140
0.03277,55.80375,140
0.04298,57.20374,140
0.05319,58.93974,140
0.06339,59.90573,140
0.0736,60.03173,140
0.08381,60.73173,140
0.09402,60.74572,140
0.10422,59.82173,140
0.11443,58.71574,140
0.12464,57.32974,140
0.13485,54.90775,140
0.14505,51.68777,140
0.15526,48.87378,140
0.16547,45.4438,140
0.17568,41.74081,140
0.18588,38.77283,140
0.19609,36.14084,140
0.2063,33.71185,140
0.21651,31.88485,140
0.22672,30.77886,140
0.23692,29.81286,140
0.24713,28.98687,140
0.25734,28.90987,140
0.26754,28.81887,140
0.27775,28.68587,140
0.28796,28.93087,140
0.29817,29.32987,140
0.30838,29.55387,140
0.31858,29.81286,140
0.32879,30.43586,140
0.339,30.83486,140
0.34921,31.04486,140
0.35941,31.73086,140
0.36962,32.23486,140
0.37983,32.47985,140
-0.31428,14.39194,145
-0.30408,14.11194,145
-0.29387,14.11194,145
-0.28366,14.05594,145
-0.27346,13.91594,145
-0.26325,13.87394,145
-0.25304,13.99994,145
-0.24283,13.99994,145
-0.23263,13.98594,145
-0.22242,14.22394,145
-0.21221,14.41994,145
-0.202,14.51794,145
-0.19179,14.89593,145
-0.18159,15.31593,145
-0.17138,15.63793,145
-0.16117,16.15593,145
-0.15096,16.89793,145
-0.14076,17.61192,145
-0.13055,18.38192,145
-0.12034,19.59991,145
-0.11013,20.90191,145
-0.09993,22.3159,145
-0.08972,24.30389,145
-0.07951,26.61388,145
-0.0693,28.95187,145
-0.0591,31.59786,145
-0.04889,34.80384,145
-0.03868,37.92583,145
-0.02847,40.94982,145
-0.01827,44.7018,145
-0.00806,48.07578,145
0.00215,50.69377,145
0.01236,53.33976,145
0.02256,55.77575,145
0.03277,57.48374,145
0.04298,58.75774,145
0.05319,60.43773,145
0.06339,61.29173,145
0.0736,61.31972,145
0.08381,61.92172,145
0.09402,61.86572,145
0.10422,60.85773,145
0.11443,59.70973,145
0.12464,58.29574,145
0.13485,55.78975,145
0.14505,52.51376,145
0.15526,49.60178,145
0.16547,46.10179,145
0.17568,42.30081,145
0.18588,39.24182,145
0.19609,36.57484,145
0.2063,34.11084,145
0.21651,32.26985,145
0.22672,31.15686,145
0.23692,30.22586,145
0.24713,29.39987,145
0.25734,29.38587,145
0.26754,29.30187,145
0.27775,29.16187,145
0.28796,29.43487,145
0.29817,29.85487,145
0.30838,30.09986,145
0.31858,30.36586,145
0.32879,31.03086,145
0.339,31.45786,145
0.34921,31.66786,145
0.35941,32.33986,145
0.36962,32.85085,145
0.37983,33.08185,145
-0.31428,14.19594,150
-0.30408,13.95794,150
-0.29387,13.97194,150
-0.28366,13.94394,150
-0.27346,13.81794,150
-0.26325,13.80394,150
-0.25304,13.87394,150
-0.24283,13.94394,150
-0.23263,13.92994,150
-0.22242,14.19594,150
-0.21221,14.37793,150
-0.202,14.47593,150
-0.19179,14.82593,150
-0.18159,15.20393,150
-0.17138,15.51193,150
-0.16117,16.00193,150
-0.15096,16.71592,150
-0.14076,17.41592,150
-0.13055,18.15792,150
-0.12034,19.37591,150
-0.11013,20.67791,150
-0.09993,22.1339,150
-0.08972,24.16389,150
-0.07951,26.59988,150
-0.0693,29.14787,150
-0.0591,32.05985,150
-0.04889,35.60184,150
-0.03868,39.05982,150
-0.02847,42.36381,150
-0.01827,46.35379,150
-0.00806,50.00778,150
0.00215,52.94776,150
0.01236,55.85975,150
0.02256,58.39374,150
0.03277,59.94773,150
0.04298,61.02572,150
0.05319,62.50972,150
0.06339,63.16772,150
0.0736,62.98572,150
0.08381,63.47572,150
0.09402,63.34972,150
0.10422,62.34172,150
0.11443,61.19373,150
0.12464,59.86373,150
0.13485,57.44174,150
0.14505,54.22176,150
0.15526,51.36577,150
0.16547,47.87978,150
0.17568,44.1208,150
0.18588,41.09682,150
0.19609,38.45083,150
0.2063,36.06384,150
0.21651,34.29984,150
0.22672,33.31985,150
0.23692,32.50085,150
0.24713,31.78686,150
0.25734,31.86386,150
0.26754,31.93386,150
0.27775,31.88485,150
0.28796,32.26985,150
0.29817,32.75285,150
0.30838,33.02585,150
0.31858,33.32685,150
0.32879,33.95684,150
0.339,34.34184,150
0.34921,34.46084,150
0.35941,35.08384,150
0.36962,35.48284,150
0.37983,35.57384,150
